,EDUCATION,MARRIAGE,AGE,BILL_AMT1
16480,3,1,53,12466.0
16481,4,1,59,233918.0
16482,3,2,56,0.0
16483,3,2,53,2315.0
16484,1,2,56,0.0
16485,3,1,55,216170.0
16486,2,1,54,89197.0
16487,2,2,21,19820.0
16488,2,2,33,35169.0
16489,2,2,22,1050.0
16490,2,2,23,19321.0
16491,2,2,22,51083.0
16492,2,2,23,67873.0
16493,1,2,23,59976.0
16494,3,1,54,892.0
16495,2,2,25,117160.0
16496,3,2,32,3448.0
16497,2,2,26,17077.0
16498,1,2,26,46415.0
16499,2,2,23,2680.0
16500,2,1,24,15524.0
16501,2,2,23,10078.0
16502,2,2,24,14195.0
16503,2,2,25,6122.0
16504,3,2,25,8525.0
16505,3,2,22,8357.0
16506,2,2,23,17635.0
16507,2,2,24,44507.0
16508,2,2,24,3843.0
16509,1,2,24,1330.0
16510,1,2,24,37412.0
16511,3,2,24,15846.0
16512,2,1,24,10618.0
16513,1,2,25,898.0
16514,1,2,24,17375.0
16515,2,2,24,58231.0
16516,2,2,27,84034.0
16517,2,2,24,38344.0
16518,2,2,26,25531.0
16519,2,2,26,390188.0
16520,2,2,26,14962.0
16521,2,2,25,44630.0
16522,2,2,23,17845.0
16523,3,2,24,16973.0
16524,2,1,28,15226.0
16525,1,2,26,0.0
16526,1,2,25,22422.0
16527,1,2,27,29751.0
16528,2,1,27,20285.0
16529,1,2,27,372743.0
16530,2,2,27,39487.0
16531,2,2,26,6945.0
16532,2,1,26,48019.0
16533,2,2,26,303703.0
16534,1,1,26,277815.0
16535,1,2,26,38160.0
16536,2,2,26,126725.0
16537,1,2,28,2393.0
16538,1,2,28,0.0
16539,2,2,27,-158.0
16540,2,2,27,22284.0
16541,2,2,27,49079.0
16542,2,1,27,3462.0
16543,3,2,28,8055.0
16544,3,2,27,49684.0
16545,2,2,26,27889.0
16546,1,2,30,100544.0
16547,1,2,29,9619.0
16548,2,2,30,16906.0
16549,1,2,29,7562.0
16550,2,1,28,38074.0
16551,2,2,29,0.0
16552,2,2,25,119803.0
16553,2,2,29,20528.0
16554,1,2,30,2300.0
16555,1,1,30,0.0
16556,2,2,27,134168.0
16557,2,2,27,1566.0
16558,2,2,27,1650.0
16559,1,1,29,191457.0
16560,1,2,28,19728.0
16561,1,2,28,7164.0
16562,2,2,29,390.0
16563,2,1,27,46806.0
16564,1,1,28,79819.0
16565,2,2,29,82150.0
16566,2,2,29,11586.0
16567,2,2,29,71795.0
16568,2,1,28,0.0
16569,2,2,29,44177.0
16570,2,2,23,4584.0
16571,2,2,25,5365.0
16572,2,2,28,72610.0
16573,2,3,30,47812.0
16574,2,2,24,390.0
16575,2,2,24,15221.0
16576,2,2,28,91930.0
16577,1,2,29,264.0
16578,1,2,29,25264.0
16579,1,2,29,15934.0
16580,1,2,29,783.0
16581,3,0,29,1800.0
16582,1,2,26,8516.0
16583,2,2,27,100591.0
16584,2,2,26,24079.0
16585,1,2,27,213495.0
16586,2,2,29,60068.0
16587,1,2,29,1123.0
16588,2,2,29,79435.0
16589,2,2,25,48336.0
16590,2,2,25,12088.0
16591,3,1,31,27653.0
16592,1,2,29,33786.0
16593,2,2,28,150.0
16594,2,2,28,619.0
16595,2,2,30,28966.0
16596,2,2,30,0.0
16597,2,1,29,179547.0
16598,3,1,30,9211.0
16599,2,2,29,9073.0
16600,2,1,29,2918.0
16601,1,2,29,79048.0
16602,3,1,29,69578.0
16603,2,2,29,230979.0
16604,2,2,31,229780.0
16605,2,2,31,228.0
16606,1,2,32,37639.0
16607,3,1,29,0.0
16608,2,2,29,0.0
16609,1,2,29,8099.0
16610,1,2,30,2024.0
16611,2,1,31,1450.0
16612,1,2,27,73561.0
16613,3,1,31,65088.0
16614,2,2,29,8951.0
16615,2,1,39,9937.0
16616,1,1,34,379039.0
16617,2,2,45,124793.0
16618,1,2,41,24171.0
16619,1,1,35,106799.0
16620,2,2,39,51998.0
16621,2,1,41,48537.0
16622,3,1,30,15397.0
16623,1,2,31,72840.0
16624,1,2,32,90875.0
16625,1,2,32,30559.0
16626,2,2,32,90476.0
16627,1,2,34,30190.0
16628,2,1,34,47956.0
16629,3,1,45,165315.0
16630,2,2,25,11147.0
16631,3,2,35,29147.0
16632,2,2,30,6229.0
16633,2,2,25,19775.0
16634,2,2,34,10522.0
16635,1,2,30,73936.0
16636,2,2,29,13229.0
16637,3,1,30,7470.0
16638,2,2,41,50611.0
16639,3,1,48,19650.0
16640,2,2,31,13516.0
16641,2,2,32,196550.0
16642,1,2,33,7148.0
16643,1,2,35,326.0
16644,1,2,40,325.0
16645,3,1,32,181293.0
16646,2,1,32,19606.0
16647,3,1,40,41986.0
16648,1,1,44,1640.0
16649,3,1,46,10960.0
16650,2,1,47,996.0
16651,1,1,42,20214.0
16652,2,2,32,20881.0
16653,2,2,34,204187.0
16654,2,2,30,1473.0
16655,1,2,29,4614.0
16656,1,2,34,0.0
16657,1,2,38,86057.0
16658,2,2,34,48844.0
16659,2,1,39,20893.0
16660,1,2,34,2739.0
16661,1,1,46,150838.0
16662,3,2,28,152626.0
16663,2,1,39,28628.0
16664,1,1,47,10668.0
16665,2,1,45,98974.0
16666,3,2,39,238.0
16667,2,1,32,17913.0
16668,2,1,44,59331.0
16669,1,2,26,16000.0
16670,2,1,27,16203.0
16671,3,1,35,13754.0
16672,1,2,34,772.0
16673,2,2,38,95933.0
16674,2,1,48,11574.0
16675,3,1,46,1313.0
16676,1,2,37,13191.0
16677,2,1,32,42163.0
16678,2,1,41,14110.0
16679,2,2,32,67923.0
16680,3,2,43,55800.0
16681,3,1,41,26915.0
16682,2,2,36,249663.0
16683,3,1,44,11623.0
16684,2,2,30,16320.0
16685,2,2,36,46712.0
16686,2,1,41,19951.0
16687,3,1,34,23751.0
16688,1,1,44,655.0
16689,2,1,46,82683.0
16690,2,1,36,88655.0
16691,2,2,33,23142.0
16692,2,2,35,13059.0
16693,1,2,35,153798.0
16694,5,2,49,36869.0
16695,2,1,47,38830.0
16696,3,3,44,41755.0
16697,3,2,40,81053.0
16698,3,1,49,11572.0
16699,2,1,47,233756.0
16700,3,1,39,12190.0
16701,3,2,39,84184.0
16702,3,1,47,118587.0
16703,2,2,43,50756.0
16704,3,2,42,4864.0
16705,2,1,45,42770.0
16706,2,2,33,265120.0
16707,1,2,43,68228.0
16708,2,1,40,112123.0
16709,1,2,39,138811.0
16710,3,1,41,17301.0
16711,2,1,33,18706.0
16712,3,2,35,16500.0
16713,1,2,39,184140.0
16714,2,2,44,20995.0
16715,6,1,46,289299.0
16716,2,2,29,1442.0
16717,2,1,36,1226.0
16718,3,3,46,14075.0
16719,1,1,40,119752.0
16720,2,1,31,47464.0
16721,3,2,31,28275.0
16722,1,1,47,165665.0
16723,2,2,32,22753.0
16724,2,1,31,55346.0
16725,1,2,33,94020.0
16726,3,1,31,36243.0
16727,2,2,33,24928.0
16728,2,1,32,46827.0
16729,3,2,34,33776.0
16730,3,1,42,177027.0
16731,2,1,39,10603.0
16732,3,1,42,259511.0
16733,3,1,49,49331.0
16734,3,1,40,8151.0
16735,2,1,30,48591.0
16736,2,1,31,6926.0
16737,2,2,32,22832.0
16738,1,2,33,0.0
16739,3,2,48,87035.0
16740,2,2,41,10142.0
16741,1,2,38,5607.0
16742,3,2,40,0.0
16743,2,2,39,50180.0
16744,2,2,25,50479.0
16745,2,1,43,44620.0
16746,1,2,33,48252.0
16747,3,1,42,-1590.0
16748,2,2,36,87021.0
16749,2,2,37,830.0
16750,1,1,42,1653.0
16751,2,2,35,25601.0
16752,2,1,49,35815.0
16753,1,1,36,8415.0
16754,2,1,45,13243.0
16755,2,1,35,69388.0
16756,2,2,36,318022.0
16757,2,1,46,31290.0
16758,2,1,33,28086.0
16759,2,1,41,15824.0
16760,3,2,38,52708.0
16761,2,1,45,49573.0
16762,3,1,42,10343.0
16763,2,1,38,14966.0
16764,1,1,42,63598.0
16765,2,2,37,23422.0
16766,2,3,34,8603.0
16767,3,2,35,23704.0
16768,2,2,35,150.0
16769,2,2,34,17803.0
16770,2,1,38,38291.0
16771,2,1,39,166611.0
16772,3,1,39,10866.0
16773,3,1,43,50444.0
16774,2,2,34,17676.0
16775,3,2,37,2284.0
16776,3,2,43,50517.0
16777,1,2,31,279711.0
16778,3,2,45,221341.0
16779,2,1,47,-658.0
16780,1,2,40,1535.0
16781,2,1,31,16253.0
16782,2,2,31,13192.0
16783,2,2,43,50785.0
16784,2,2,39,24065.0
16785,1,2,29,43434.0
16786,2,2,29,70559.0
16787,2,1,32,12452.0
16788,2,2,37,2379.0
16789,3,1,39,175808.0
16790,5,1,39,14310.0
16791,1,1,42,2549.0
16792,2,2,34,18402.0
16793,2,1,37,13429.0
16794,1,2,30,901.0
16795,2,2,30,135634.0
16796,2,2,34,15095.0
16797,2,2,32,42015.0
16798,3,1,41,10711.0
16799,2,2,47,8557.0
16800,2,1,34,1344.0
16801,2,2,35,15668.0
16802,2,1,38,1930.0
16803,1,2,40,66052.0
16804,2,1,37,0.0
16805,3,2,43,4166.0
16806,2,1,49,16747.0
16807,1,2,29,110721.0
16808,2,1,38,42617.0
16809,2,1,36,87431.0
16810,3,1,38,138329.0
16811,2,2,43,34326.0
16812,2,1,40,70762.0
16813,1,2,38,15255.0
16814,3,2,32,49760.0
16815,2,2,33,23330.0
16816,2,1,34,13067.0
16817,3,2,34,45876.0
16818,2,2,34,26774.0
16819,2,1,35,30798.0
16820,6,2,41,20101.0
16821,3,1,44,2161.0
16822,2,1,38,9599.0
16823,2,2,36,91016.0
16824,2,1,37,47832.0
16825,2,2,44,20439.0
16826,2,1,40,12129.0
16827,1,1,43,1000.0
16828,2,1,46,117255.0
16829,1,1,38,33277.0
16830,2,1,46,43719.0
16831,3,1,49,119440.0
16832,2,1,43,17233.0
16833,2,1,45,7953.0
16834,1,2,29,7881.0
16835,1,2,30,1246.0
16836,5,1,38,101330.0
16837,1,2,36,8433.0
16838,2,2,43,14697.0
16839,1,1,37,0.0
16840,1,2,35,114997.0
16841,2,2,37,3000.0
16842,3,1,48,76288.0
16843,2,2,43,19656.0
16844,1,1,36,0.0
16845,2,1,40,49039.0
16846,1,2,45,42931.0
16847,2,2,45,65781.0
16848,3,2,40,16884.0
16849,1,1,41,116699.0
16850,2,3,37,11770.0
16851,2,1,45,19473.0
16852,2,2,33,30209.0
16853,2,1,36,600.0
16854,1,2,35,-12.0
16855,2,1,37,15429.0
16856,2,1,45,152180.0
16857,1,2,36,49750.0
16858,1,1,47,58706.0
16859,1,2,33,714.0
16860,3,1,40,121544.0
16861,1,1,46,11471.0
16862,1,1,35,753.0
16863,1,1,46,0.0
16864,1,2,38,96258.0
16865,3,2,36,9001.0
16866,2,1,40,0.0
16867,1,1,38,36838.0
16868,2,1,43,6088.0
16869,2,2,36,15557.0
16870,2,1,36,112875.0
16871,3,2,31,31405.0
16872,2,2,45,19856.0
16873,1,1,42,0.0
16874,2,2,48,119965.0
16875,1,2,43,163.0
16876,3,2,41,218435.0
16877,2,1,41,326.0
16878,2,1,38,49201.0
16879,2,1,45,50297.0
16880,2,1,39,26094.0
16881,0,2,37,7642.0
16882,2,2,38,6682.0
16883,1,1,36,0.0
16884,2,2,37,15612.0
16885,2,1,33,49916.0
16886,2,1,39,37712.0
16887,2,1,42,139227.0
16888,2,2,33,19152.0
16889,1,2,37,36148.0
16890,2,2,37,11669.0
16891,1,2,33,0.0
16892,2,2,38,17621.0
16893,1,1,42,-200.0
16894,1,2,32,46134.0
16895,2,1,45,49436.0
16896,0,2,40,0.0
16897,1,2,33,167272.0
16898,1,2,34,416678.0
16899,3,1,34,187780.0
16900,3,2,38,38811.0
16901,2,2,40,106455.0
16902,3,2,46,9784.0
16903,3,2,45,10380.0
16904,1,2,37,12913.0
16905,4,2,36,2860.0
16906,1,1,33,45524.0
16907,1,1,35,0.0
16908,2,1,42,26883.0
16909,3,1,46,91092.0
16910,2,1,39,142509.0
16911,2,1,50,72269.0
16912,3,1,50,19657.0
16913,2,2,60,51078.0
16914,2,2,50,10056.0
16915,1,1,64,38383.0
16916,3,1,59,78651.0
16917,2,1,51,343842.0
16918,1,1,51,483184.0
16919,3,1,52,36428.0
16920,2,1,62,390.0
16921,2,1,55,169287.0
16922,2,1,49,390.0
16923,2,2,55,7357.0
16924,2,1,50,277884.0
16925,3,3,52,23819.0
16926,3,2,50,80926.0
16927,2,1,52,360.0
16928,1,2,50,47155.0
16929,2,1,52,58682.0
16930,2,2,53,48353.0
16931,3,1,55,390.0
16932,3,1,53,2255.0
16933,3,1,53,9637.0
16934,1,1,58,500.0
16935,2,1,52,150603.0
16936,2,1,50,28595.0
16937,3,2,59,16357.0
16938,3,1,55,30789.0
16939,3,2,66,258397.0
16940,1,2,51,134327.0
16941,3,3,59,15281.0
16942,1,1,57,22957.0
16943,3,1,54,58432.0
16944,2,1,52,120212.0
16945,2,1,51,204643.0
16946,3,1,57,18275.0
16947,5,1,56,29060.0
16948,1,1,53,39298.0
16949,2,1,58,8728.0
16950,2,1,50,10171.0
16951,5,1,56,86229.0
16952,2,1,61,390.0
16953,3,2,57,9918.0
16954,2,2,50,1956.0
16955,3,1,50,102648.0
16956,1,1,50,213616.0
16957,2,2,51,2900.0
16958,3,1,52,145445.0
16959,3,1,49,10823.0
16960,2,1,48,42807.0
16961,3,1,52,247868.0
16962,1,1,65,146696.0
16963,2,1,54,55753.0
16964,1,1,53,66012.0
16965,1,1,56,1862.0
16966,1,1,53,73223.0
16967,2,2,57,4820.0
16968,3,1,54,37238.0
16969,1,2,55,390.0
16970,3,1,54,29391.0
16971,3,2,58,14628.0
16972,1,1,67,0.0
16973,2,2,27,48947.0
16974,2,2,29,40351.0
16975,3,2,26,30244.0
16976,1,2,28,3494.0
16977,2,1,30,28720.0
16978,1,1,30,0.0
16979,3,1,35,29622.0
16980,3,2,24,66347.0
16981,1,2,25,100.0
16982,1,2,28,788.0
16983,3,2,22,18108.0
16984,2,1,33,21730.0
16985,1,2,28,233441.0
16986,1,2,30,893.0
16987,1,1,33,55563.0
16988,1,2,21,8278.0
16989,3,2,22,46811.0
16990,2,2,22,37253.0
16991,2,2,22,36665.0
16992,1,2,23,90289.0
16993,2,2,27,7486.0
16994,2,2,24,48690.0
16995,3,2,23,15947.0
16996,2,2,22,8585.0
16997,2,2,23,-169.0
16998,1,2,23,390.0
16999,2,2,21,28028.0
17000,2,2,22,24775.0
17001,2,2,22,3843.0
17002,3,2,22,68663.0
17003,1,2,22,29362.0
17004,2,2,22,19091.0
17005,1,2,24,-200.0
17006,3,1,24,10994.0
17007,1,2,24,30900.0
17008,2,2,24,49397.0
17009,1,2,30,153655.0
17010,2,2,23,16027.0
17011,2,2,23,72306.0
17012,1,2,23,6916.0
17013,1,2,23,27013.0
17014,2,2,23,28138.0
17015,1,2,24,48597.0
17016,1,2,24,78862.0
17017,2,2,24,33370.0
17018,2,2,23,44830.0
17019,1,2,22,6967.0
17020,2,1,24,61434.0
17021,1,2,22,4434.0
17022,2,2,23,6805.0
17023,1,2,23,7668.0
17024,3,2,22,8922.0
17025,2,2,22,27201.0
17026,2,2,25,18825.0
17027,1,2,25,390.0
17028,2,2,29,26953.0
17029,2,2,24,50649.0
17030,1,2,22,42611.0
17031,3,2,23,41740.0
17032,1,2,23,0.0
17033,1,2,23,2400.0
17034,2,1,24,6902.0
17035,2,2,24,1183.0
17036,2,2,24,34814.0
17037,1,2,24,19000.0
17038,1,2,24,25288.0
17039,2,2,24,93330.0
17040,1,2,24,1150.0
17041,2,2,25,26023.0
17042,2,2,24,26158.0
17043,2,1,26,46800.0
17044,3,2,26,30467.0
17045,1,2,25,4541.0
17046,2,2,25,3075.0
17047,2,1,25,67574.0
17048,2,1,24,34708.0
17049,2,1,25,33598.0
17050,2,2,22,31331.0
17051,2,1,24,68371.0
17052,3,2,25,70963.0
17053,2,2,22,38391.0
17054,2,2,22,38340.0
17055,3,1,22,40247.0
17056,2,1,22,14533.0
17057,3,2,22,29793.0
17058,2,2,22,25490.0
17059,2,2,23,58900.0
17060,2,1,22,19667.0
17061,3,2,23,50653.0
17062,1,2,24,28049.0
17063,1,2,23,29047.0
17064,1,2,24,19200.0
17065,2,2,24,101614.0
17066,2,2,24,7094.0
17067,2,2,25,5211.0
17068,2,1,25,127125.0
17069,1,2,25,49052.0
17070,2,2,26,124353.0
17071,2,1,26,50604.0
17072,1,2,25,38487.0
17073,2,2,24,0.0
17074,2,2,25,175435.0
17075,2,2,23,46968.0
17076,2,2,24,85016.0
17077,2,2,24,99012.0
17078,2,2,24,13542.0
17079,2,2,25,87987.0
17080,2,2,25,9030.0
17081,2,2,25,18519.0
17082,1,2,25,45342.0
17083,1,2,25,25008.0
17084,2,2,25,36081.0
17085,2,2,22,6759.0
17086,1,2,23,26185.0
17087,1,2,23,21077.0
17088,1,2,23,13233.0
17089,2,2,25,78894.0
17090,2,2,25,111587.0
17091,2,2,25,17835.0
17092,2,2,23,57097.0
17093,2,1,24,74377.0
17094,2,2,24,78737.0
17095,1,2,25,72120.0
17096,1,2,24,70888.0
17097,2,1,25,142714.0
17098,2,2,25,44894.0
17099,2,2,24,45685.0
17100,2,2,24,150.0
17101,2,1,25,29304.0
17102,2,2,24,43627.0
17103,2,1,24,23996.0
17104,1,2,26,37329.0
17105,3,1,25,60340.0
17106,2,2,25,15389.0
17107,3,1,26,47095.0
17108,1,2,27,23820.0
17109,2,2,27,414.0
17110,2,2,27,15248.0
17111,2,1,26,20224.0
17112,2,1,26,2783.0
17113,2,1,25,70940.0
17114,1,2,26,594.0
17115,1,2,26,10401.0
17116,2,1,27,40491.0
17117,1,2,27,26951.0
17118,2,2,27,140947.0
17119,3,2,27,105786.0
17120,2,2,27,0.0
17121,2,1,27,25557.0
17122,2,2,27,48492.0
17123,1,2,26,78025.0
17124,2,1,26,13465.0
17125,2,2,26,-25.0
17126,1,1,27,-3.0
17127,2,2,31,147646.0
17128,2,2,24,47608.0
17129,2,2,24,22453.0
17130,2,2,23,33243.0
17131,1,2,24,18916.0
17132,1,2,24,39813.0
17133,3,1,27,16004.0
17134,2,2,28,106202.0
17135,1,2,28,31392.0
17136,3,2,24,90141.0
17137,1,2,25,1828.0
17138,2,2,25,836.0
17139,3,2,25,41641.0
17140,2,2,25,33586.0
17141,2,2,26,187600.0
17142,2,1,26,32183.0
17143,2,1,28,1736.0
17144,1,2,28,6618.0
17145,1,2,27,124573.0
17146,2,1,27,5560.0
17147,2,2,27,45373.0
17148,1,2,27,19096.0
17149,1,1,27,6031.0
17150,1,2,28,9598.0
17151,1,2,30,112106.0
17152,1,2,28,85666.0
17153,2,1,27,81701.0
17154,2,1,29,18985.0
17155,3,1,26,8893.0
17156,2,2,26,62364.0
17157,2,2,27,326.0
17158,2,1,28,59694.0
17159,2,1,27,170646.0
17160,2,2,27,73521.0
17161,2,2,30,85841.0
17162,3,1,30,12304.0
17163,3,2,27,20288.0
17164,3,2,28,35199.0
17165,1,2,29,10265.0
17166,1,2,26,17921.0
17167,1,2,27,18641.0
17168,3,2,26,46879.0
17169,3,2,26,35988.0
17170,2,2,26,6631.0
17171,2,2,27,5150.0
17172,1,2,27,85822.0
17173,1,2,29,1914.0
17174,2,2,29,252354.0
17175,1,2,29,9418.0
17176,2,2,29,209234.0
17177,2,2,31,1242.0
17178,2,1,29,100064.0
17179,1,2,28,390.0
17180,1,2,28,145096.0
17181,1,2,28,4122.0
17182,3,1,28,29974.0
17183,2,1,26,95878.0
17184,2,2,26,16150.0
17185,1,2,26,38920.0
17186,1,2,29,7191.0
17187,1,2,29,40048.0
17188,3,1,31,14320.0
17189,2,1,28,17942.0
17190,1,2,29,54313.0
17191,2,1,31,101425.0
17192,5,2,29,9383.0
17193,1,2,29,316.0
17194,2,2,29,371724.0
17195,2,2,29,21898.0
17196,2,2,28,49278.0
17197,1,1,28,30497.0
17198,2,2,29,1194.0
17199,1,2,29,51822.0
17200,1,2,28,5953.0
17201,1,2,27,393415.0
17202,2,1,28,16666.0
17203,2,2,29,43629.0
17204,2,2,29,-8187.0
17205,2,2,28,44996.0
17206,3,1,45,227.0
17207,1,2,27,34044.0
17208,2,1,28,38612.0
17209,1,2,28,2780.0
17210,1,2,25,8926.0
17211,2,2,26,15700.0
17212,2,1,30,31079.0
17213,2,1,24,12744.0
17214,3,2,26,27402.0
17215,2,1,33,11042.0
17216,3,2,30,780.0
17217,2,2,22,15513.0
17218,2,2,23,18497.0
17219,2,2,25,47369.0
17220,2,1,22,16366.0
17221,2,2,25,69455.0
17222,1,2,26,103452.0
17223,1,2,26,17040.0
17224,2,2,22,9848.0
17225,2,2,23,8806.0
17226,2,2,24,121720.0
17227,3,2,32,183512.0
17228,2,2,30,89009.0
17229,2,1,27,50544.0
17230,1,1,39,94732.0
17231,1,2,33,73397.0
17232,2,3,46,5997.0
17233,2,2,35,48818.0
17234,2,1,35,22001.0
17235,3,1,39,22241.0
17236,2,1,40,96249.0
17237,3,1,40,69602.0
17238,3,2,49,101590.0
17239,2,1,41,2400.0
17240,3,1,34,76023.0
17241,2,2,38,15925.0
17242,2,2,36,3225.0
17243,2,1,38,105433.0
17244,2,1,36,44897.0
17245,2,2,34,10827.0
17246,2,1,37,51377.0
17247,1,2,31,2500.0
17248,2,1,38,18666.0
17249,1,1,42,79216.0
17250,2,1,37,100253.0
17251,3,1,37,15829.0
17252,3,1,39,151664.0
17253,2,1,27,40831.0
17254,1,2,29,25248.0
17255,3,1,47,20347.0
17256,3,1,43,18310.0
17257,2,2,33,104151.0
17258,3,1,41,77208.0
17259,2,1,37,198823.0
17260,3,2,36,127544.0
17261,3,2,29,47815.0
17262,2,1,33,50696.0
17263,3,1,34,43071.0
17264,2,1,46,177221.0
17265,2,2,31,137171.0
17266,3,2,33,20023.0
17267,2,1,37,29969.0
17268,3,2,33,25922.0
17269,2,1,34,99891.0
17270,2,2,30,62988.0
17271,2,1,31,3491.0
17272,3,2,32,56099.0
17273,3,1,32,17930.0
17274,1,2,33,1911.0
17275,1,2,32,1560.0
17276,1,1,33,-4.0
17277,2,1,34,66946.0
17278,2,1,34,43664.0
17279,2,1,35,0.0
17280,2,1,46,19113.0
17281,3,2,39,8720.0
17282,3,1,37,0.0
17283,1,1,41,73863.0
17284,1,1,41,0.0
17285,3,0,47,1576.0
17286,3,1,41,184133.0
17287,2,1,38,6829.0
17288,2,2,44,27200.0
17289,3,1,40,179399.0
17290,2,1,34,205530.0
17291,2,2,46,25119.0
17292,1,1,36,157424.0
17293,2,1,44,13226.0
17294,3,1,31,30057.0
17295,1,1,32,-16.0
17296,2,2,32,6464.0
17297,3,2,33,107044.0
17298,2,2,34,18631.0
17299,2,1,36,59127.0
17300,3,1,39,107441.0
17301,1,1,41,47739.0
17302,2,2,40,10626.0
17303,2,1,37,16429.0
17304,2,2,37,140599.0
17305,2,1,45,380.0
17306,2,2,40,295.0
17307,2,2,36,-149.0
17308,1,1,41,7939.0
17309,1,1,42,99184.0
17310,1,1,45,73326.0
17311,3,2,49,0.0
17312,3,1,48,4823.0
17313,2,1,29,19578.0
17314,3,1,30,40672.0
17315,1,1,30,49061.0
17316,3,2,39,20039.0
17317,2,1,39,500.0
17318,2,2,25,94635.0
17319,1,2,25,133797.0
17320,2,2,29,22501.0
17321,5,1,33,2229.0
17322,2,2,31,103061.0
17323,1,1,31,159164.0
17324,2,2,32,81341.0
17325,3,1,32,30096.0
17326,2,3,36,91337.0
17327,2,1,39,16878.0
17328,2,1,39,22215.0
17329,2,2,36,138636.0
17330,1,2,38,1232.0
17331,3,1,48,14834.0
17332,2,1,29,20103.0
17333,2,1,29,26597.0
17334,1,1,37,0.0
17335,3,1,36,27866.0
17336,2,1,36,6447.0
17337,3,2,30,200364.0
17338,1,1,30,3836.0
17339,3,2,31,26667.0
17340,1,2,32,0.0
17341,3,1,32,126741.0
17342,1,2,33,2446.0
17343,2,2,31,20625.0
17344,1,1,34,8289.0
17345,2,1,34,41379.0
17346,2,1,35,67877.0
17347,2,1,39,130374.0
17348,2,2,40,127919.0
17349,2,1,44,76725.0
17350,3,2,45,38222.0
17351,2,1,43,11501.0
17352,2,2,46,46746.0
17353,2,1,38,19500.0
17354,3,1,41,1688.0
17355,3,1,48,41842.0
17356,3,1,41,119455.0
17357,1,2,41,504.0
17358,2,1,42,25809.0
17359,2,1,49,75853.0
17360,2,2,36,93658.0
17361,2,1,42,3256.0
17362,2,2,38,7980.0
17363,2,1,36,47222.0
17364,1,1,43,49819.0
17365,1,2,33,337733.0
17366,2,1,35,0.0
17367,3,1,39,5211.0
17368,2,2,27,119692.0
17369,2,2,48,55329.0
17370,3,2,39,156000.0
17371,2,1,26,1804.0
17372,1,1,28,27888.0
17373,1,2,33,0.0
17374,3,1,46,46677.0
17375,2,2,31,279767.0
17376,2,1,42,24133.0
17377,1,1,38,0.0
17378,2,1,36,20138.0
17379,3,1,28,12430.0
17380,1,1,31,447263.0
17381,2,1,41,143660.0
17382,1,1,44,230931.0
17383,2,1,40,244451.0
17384,1,2,33,416.0
17385,2,1,35,7379.0
17386,2,2,48,17100.0
17387,2,1,40,102502.0
17388,2,2,44,72181.0
17389,1,1,38,65645.0
17390,1,1,42,0.0
17391,2,1,43,50120.0
17392,2,1,40,3268.0
17393,3,1,46,43677.0
17394,1,1,37,1324.0
17395,2,1,29,72674.0
17396,1,2,32,19959.0
17397,1,2,31,0.0
17398,2,1,33,66701.0
17399,2,2,36,57724.0
17400,1,1,49,950.0
17401,2,2,48,879.0
17402,3,1,46,8354.0
17403,2,1,41,68953.0
17404,2,1,48,23575.0
17405,2,1,47,0.0
17406,3,1,36,42548.0
17407,1,2,30,7674.0
17408,2,1,39,32802.0
17409,3,1,47,38909.0
17410,2,2,36,11896.0
17411,3,1,38,15894.0
17412,2,2,33,26740.0
17413,2,2,47,15089.0
17414,0,2,47,8394.0
17415,3,1,43,85863.0
17416,2,2,49,15013.0
17417,3,1,33,147350.0
17418,2,1,38,19537.0
17419,2,1,31,142905.0
17420,2,1,46,30783.0
17421,2,1,31,-92.0
17422,1,1,33,5602.0
17423,3,1,36,14822.0
17424,2,1,47,193229.0
17425,2,1,38,58890.0
17426,2,2,39,28144.0
17427,2,2,38,845.0
17428,2,1,33,84963.0
17429,2,1,44,127254.0
17430,1,1,45,0.0
17431,1,2,31,6186.0
17432,2,2,35,1046.0
17433,2,2,45,0.0
17434,3,1,32,1442.0
17435,1,1,44,365023.0
17436,1,2,39,47381.0
17437,2,2,30,4690.0
17438,1,1,30,46791.0
17439,1,1,31,138121.0
17440,2,1,32,17168.0
17441,2,2,34,29678.0
17442,2,1,39,132062.0
17443,2,1,38,19707.0
17444,2,1,39,0.0
17445,2,1,39,238601.0
17446,2,1,43,28264.0
17447,2,2,47,137736.0
17448,1,1,33,35563.0
17449,2,2,43,51146.0
17450,2,1,38,88231.0
17451,2,2,44,79696.0
17452,2,1,46,13254.0
17453,1,1,36,7868.0
17454,2,1,45,209495.0
17455,3,1,37,78159.0
17456,3,1,36,91914.0
17457,2,1,35,127548.0
17458,3,1,30,93157.0
17459,1,1,32,3092.0
17460,2,1,43,390.0
17461,3,2,44,0.0
17462,2,1,46,140626.0
17463,2,1,40,815.0
17464,1,1,37,37958.0
17465,2,1,43,53477.0
17466,1,1,38,2884.0
17467,2,2,29,151652.0
17468,3,1,44,2877.0
17469,2,1,32,68248.0
17470,2,1,44,0.0
17471,1,1,30,224387.0
17472,2,2,29,24822.0
17473,3,2,46,4474.0
17474,1,1,46,9509.0
17475,5,2,36,144833.0
17476,1,1,44,14686.0
17477,2,1,30,14135.0
17478,1,1,35,380.0
17479,3,1,35,10458.0
17480,1,2,33,19518.0
17481,2,2,33,34253.0
17482,2,1,33,2500.0
17483,2,1,32,51132.0
